sentence1,sentence2,label,idx
"Yes, but it does not stay in the same constellation.",US Says Chemical Weapons Used in Syria,1.952846445835331,966
There are a few things to help your bun gain a bit of weight.,US Senate Confirms Janet Yellen as New Central Bank Chief,0.929662326452943,378
A man with glasses and two plastic bottles in the foreground.,US military aircraft shot at during evacuation mission in South Sudan,3.736436845163263,858
Fire in Russian psychiatric hospital kills 38,Use coco peat - It's an organic soil derived from coconut husks for garden vegetables and plants which is Eco-friendly.,4.976687359334044,1310
Cannes thief 'steals $53m of jewels' in armed heist at hotel,An old train sits idle on the tracks.,3.189002419975913,1222
the tan dog is playing with the red dog out in the snow,Research does indicate that sleeping after studying is a pretty good rule-of-thumb.,1.132956528368145,844
Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,Israel launches air strikes near Damascus,0.240677160399678,1242
I had a similar issue but in what seemed to be a simpler situation.,The sale represents about 52 per cent of the 115.9 million shares Mr Turner held at the end of April.,2.000948349564577,72
International forensic teams join Kenyan mall carnage probe,A man is using a large pole to remove letters from a sign.,4.900795963907064,1256
The woman had brown hair.,"""The concrete barriers (between lanes) were being tossed around like feathers.""",1.936684630396683,281
A black dog is running after a white dog in the snow.,"Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)",2.446226355475332,315
A white cat laying on an office chair.,Iran says Israel lying about rockets,2.07075219104542,1444
U.S. fast-food workers plan nationwide strikes over minimum wage,Two men in business dress are standing by the side of a road.,4.712113609480793,1337
The brown dog is laying down on a blue sheet.,Two dogs playing on the shore.,3.432884374192527,850
The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.,The woman is in a bathroom.,4.531583595373751,26
So it's important to have a basic understanding before you even get on skis.,"Russia, China veto UN Security Council resolution on Syria",0.526754744809524,1211
"The shares represent more than half the 115.9 million shares Turner held at the end of April, according to Bloomberg data.",SFG meeting reviews situation in Mali,1.271117690264633,585
"At his request, he will be reassigned within the district.",Black and brown table in living room setting.,2.626296906676436,484
"As I remember, in Geneva at least, there are open air markets on a weekly basis.",There are basically two types of cakes: butter and sponge (or Génoise).,0.662054430584291,1067
A part of the question thusfar unattended is whether the concept of phoneme has always been contentious.,South Africa train crash kills 26,0.030737359071679,1073
UK alert on Syrian chemical arms,Calico cat sitting on step in front of a door.,2.143400484967844,392
"The Note's Must-Reads for Friday, December 6, 2013",Iowa State athletic director Bruce Van de Velde would not confirm an offer was made to Lebo.,0.836729109736738,121
"Russia, China veto UN resolution on Syria endorsing",A person is brushing a cat.,0.767751862942976,67
A chef is preparing some food.,"Dotson, 21, was subsequently charged with Dennehy's murder.",3.262270372250517,1394
My experience is that a normal taxi is always cheaper.,"Additionally often people will think a downhill marathon is easier, but in fact, is often harder than an uphill marathon.",3.011181518472929,1157
"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.",The boy is jumping into a lake.,3.737374474982425,143
London Marathon observes silence for Boston bomb victims,"For completeness, Apple's Pages has quite a few nice poster layouts.",1.178867623229256,319
A dog knocks a boy into the water twice.,Eurozone to lend Spain up to 100 bil. euros,3.382755128020284,473
Older man wearing beret with mountains in background.,A young girl standing in front of a fountain,3.935849026384233,550
Several televisions are on the floor and stacked up on top of one another.,A woman is slicing up some green leaves.,2.645626993656819,647
The boy in the green jersey plays goalie on the soccer team.,Nigeria church blast kills at least 12,2.948801223294053,1204
Dotson was arrested Monday in his native Maryland and charged with murder.,"wikipedia, as much as it is a supposedly self correcting medium, is not necessarily a definitive account of anything.",1.236348104048949,44
Well for one a being could have a non-physical existance and yet not even be in your mind.,The following is taken from my dog-eared copy of the New Penguin Atlas of Medieval History.,1.896634685629207,1135
Not all negative claims can be validly reformulated into positive claims.,There's an iPhone app called Groups which might be helpful.,2.262001039361581,1080
"Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.","I've found with my baby that it's more accurate to go by his behavior than by ""rules"".",4.447602250880818,1453
A person is peeling shrimp.,"US jobless rate seen rising, offering Obama no relief",1.099372148219189,271
Roadside bomb kills 10 Afghan civilians: police,"The WHO has said the Singapore case did not fit its profile of SARS and was ""not an international public health concern.""",2.951985480989081,1012
A blonde woman looks for medical supplies for work in a suitcase.,"The offer is also subject to Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by Sept. 30, it said.",3.390720261431683,295
"Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.",Germans represent more than a quarter of all foreign visitors to Italy and 40 percent of hotel bookings.,0.807635545916763,289
There are a few things to help your bun gain a bit of weight.,A blond-haired child performing on the trumpet in front of a house while his younger brother watches.,2.108203624806389,97
Two white dogs are walking through deep white snow.,Secretary of State Colin Powell said yesterday that contacts with Iran would continue.,0.734071364557377,1096
Deaths confirmed after helicopter crashes into Scottish pub,A man breaks cinder blocks on another man.,0.160901497234011,1267
"3 killed, 4 injured in Los Angeles shootings",A woman is grating an orange food.,1.10972973701754,570
A sad man is jumping over a small stream to meet his companion on the other side.,A person is scuba diving in very clear blue water.,4.680709347688174,1149
All the same methods of analysis that are used with spoken languages apply successfully to signed languages.,It may be possible for a solar system like ours to exist outside of a galaxy.,3.005226717914119,1361
A group of people sitting on a small sofa next to a kitchen.,Stars rotate due to the angular momentum of the gas they formed from.,2.269068690301397,848
Two airplanes in the sky.,Two ladies jogging on a path near the waterfront.,3.511359251325933,1058
Japan falls silent to mark 311 tragedy,A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.,0.165929989137575,822
Asteroids are what are called minor planets - small inner solar system rocky bodies.,"A woman, a little boy, and a tiny baby are standing in front of a cow statue.",4.492648554893545,1113
Let us assume the data for a globular cluster to be equivalent to that of M13.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.",0.685952222252527,1004
"A crowd of people stand on a rural road, a field behind them, a forest in front.",Shinzo Abe is Japan's prime minister,2.085063957699678,309
There are no post-emergents that specifically kill crabgrass without killing lawn grass.,"As @Sarge says, this is for a doctor to diagnose properly.",2.766444906021104,1150
Dali painting stolen from gallery,Wrap well in plastic (individually) and then put in a freezer bag.,3.59103100804852,1037
Men are jumping into water from a bridge.,Several men running down a grass field wearing numbers on the front of their shirts.,0.160365759072434,162
So it's important to have a basic understanding before you even get on skis.,A young man is playing the guitar.,3.594243160457072,1378
"Stars are rotating, but that's not the cause for their stability.",A man and two boys are bouncing on a trampoline.,3.307703472077096,384
A blonde woman looks for medical supplies for work in a suitcase.,A dog jumps through a hoop.,4.934370494467571,366
"Nylon dries fast, is resistant to ripping and tearing, and fairly breathable.",A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.,1.200671992126041,939
Rescuers scour debris after India buildings collapse,A man is climbing a rope.,4.936816980608027,344
A man is riding a bike.,A man is using a large pole to remove letters from a sign.,1.730008005639074,1450
The author is one of several defense experts expected to testify.,Israel widens settlement subsidies,2.555586828539192,1377
A man is feeding a mouse to a snake.,Margaret Thatcher dies at 87,3.324927872632072,1313
"Mr. Bush had sought to store his papers in his father's presidential library, where they would have stayed secret for a half-century.",The cat tried to eat the corn on the cob.,2.553418380232314,1402
"Mel Gibson's passion-stirring Biblical epic ""The Passion of Christ"" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar.",The woman has gray hair.,2.072886550268268,1137
Two gray dogs run together over the green grass.,Living room with tan furniture and flat screen television.,3.185938878380302,263
A group of people standing in the street,There is no 'still' that is not relative to some other object.,4.261667848521409,793
"Oh friend, I have been down this miserable road just like you.",I am sure this is more phylosophical and ethical question than it seems.,1.417406867266108,1425
A player bounces a ball.,"Volkswagen's ""gesture of goodwill"" to diesel owners",0.495809897039142,648
U.S. fast-food workers plan nationwide strikes over minimum wage,"Cats don't usually like to have their paws held, touched, or anything like that.",3.748101476182758,1039
I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.,"Nick Pollard, the head of Sky News said: ""This is a shocking blow for James's family.",3.699647737363789,164
Turkish police mass near Istanbul park protest area,A person makes fire.,1.270112971619183,134
"Rotate through square, lunges and calf raises doing each until you feel a little burn.",The woman is pouring oil into the pan.,2.158867255613046,126
"Obama, Hollande Hail Transformed US-French Relationship",Israel braces for Arab protests,1.2800975711504,1263
"Its former chief Mickey Robinson was fired for cause when he left in September, the company said.",A small boy laying on a sofa with a dog.,4.781126339797704,592
"It got up on his personal radar screen this past week, I've given him my pitch and he was quite supportive,"" he said.",The black dog is running through the grass.,2.790609798543101,1180
A man is riding a bike.,There's an iPhone app called Groups which might be helpful.,2.140058500172111,758
A musician is smearing jam on his white guitar at a concert.,But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.,4.00853202968006,410
"Let me share my opinion as Ukrainian citizen, from Kharkiv, eastern Ukraine.","Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary.",0.527914037873939,507
The biker is doing dangerous stunts.,Israeli army orders settlers out of Hebron house,1.235715621276355,396
Who will succeed Mr. O'Neill at Hyundai is not clear.,"Japan, US hold talks linked to regional trade pact",1.918085224897996,1101
"Red grapes and blueberries boost immune system, scientists say",Philippines government says peace talks with communists have failed,2.247786181320004,1284
"A long-haired man with a hat standing between two large, half-empty Coke bottles.","Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness.",1.40024177868945,1399
A woman is relaxing in a bath tub.,A animated airplane is landing.,4.088717660694544,456
Two women posing with a baby.,The birds are swimming in the water.,1.193922317919604,352
It's pretty difficult to imagine a person with Social Anxiety Disorder being an extrovert.,"Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted.",0.340819817438421,303
A lady with a yellow outfit is in the air above the bed in a yellow room.,MDC spokesperson Paul Themba Nyathi said the Avenues Clinic was targeted because it was handling opposition supporters.,4.75836824935385,959
"Stars are rotating, but that's not the cause for their stability.","Yeager said the incident appeared to be isolated, but the suspect showed tendencies of being a prior offender.",4.614686526664693,121
The puppy is outdoor.,Lance Armstrong calls it quits in fight against doping charges,1.308105207243694,1301
Yeager said the suspect in the Target attack showed tendencies of being a prior offender.,Boiling eliminates only a certain class of contaminants that can make you ill.,4.922376182578861,938
This question has already been widely discussed and answered on Skeptics.,"""The average track error for the five-day (forecast) is 323 nautical miles.",3.422832856919382,1430
The man is playing the guitar.,"A girl in water, with goggles and swimming cap.",3.963599615251059,1433
"Yes, this is OK, as it allows you to emphasise certain things, that you want the readers to notice.",Oil prices down in Asian trade,3.134450517587456,1413
A guy and a girl are rock climbing with backpacks on.,US captures al-Qaeda leader but fails in Somalia attack,0.589848847748467,291
The man is trying to feed the snake with a mouse.,A man wearing a hard hat is dancing.,0.618273354810163,1050
"Yes, twins can develop their own language, but it's not a given.",Security agencies worry about new terrorist threats in Kenya,2.150373540232356,1242
"""I can say I am being forced into exile by the world superpower,"" he said.",It called on the Commerce Department to respond within 60 days.,3.421019326743442,1278
Young has 28 days to file a response and ask the NASD for a hearing.,It depends on generally syntactic structure of two languages and -yes- some pragmatic issues.,1.17165536545235,411
Boat sails in rough water.,Eurozone agrees Greece bail-out,0.712517787620718,19
Prince Philip hospitalised in London,"The decision came after ""listening to our customers and associates,"" Melissa Berryhill, a spokeswoman for Wal-Mart, said.",3.430622214535746,1100
A person is scaling a rock wall.,A group wading across a ditch,3.679728142425746,1415
The rollerblades are moving.,I agree with the commentators that your question is a little confusing.,2.178917543746138,668
Here's a technique  I've developed without being aware of it: Multiple Browsers.,A man is playing an instrument.,1.284098311146873,422
"Trans fats are created when hydrogen is added to vegetable oil, solidifying it and increasing the shelf life of certain food products.",US drone strike kills 8 in NW Pakistan,0.026572808577404,310
He is taking the diaper off because he is uncomfortable.,Jordan Opens First Refugee Camp for Syrians,0.632556924780569,852
Preserving grammaticality and preserving meaning of the sentence are two different things.,Fartlek is not more effective than any proper interval training - just more fun!,0.089410825360353,880
There are two men near a wall.,"Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.",0.617616409760503,206
"The identical rovers will act as robotic geologists, searching for evidence of past water.",Obama and Romney take stage for first debate,1.498673550055761,906
"Generally, almost wherever I go, I find it's easiest to get money out of the ATM.",A group of people are standing on the beach in front of some boats.,0.896226171326359,1098
A Golden Retriever jumping off a wood porch.,A race car driver performs in the race of his life.,1.048402474494214,345
Two people walking along the shore at sunset.,Freeman said not having a driver license has been a burden.,1.903054856090472,221
A guy is playing hackysack,Roadside bomb kills 5 Afghan policemen,3.455397491952448,1320
Black and white dog running through water.,The back of the stop sign is adorned with stickers.,3.759442018858411,227
"Zipf’s law, as I understand it, is not really about languages, but about statistics and probability.",A black dog runs through the water.,4.114656243113038,175
South Africa train crash kills at least 19,The man is feeding a mouse to the snake.,3.447561672924409,797
"I'd suggest you find a bank in your local country, and consider opening a Euro denominated bank account with them.","In situations like these, I tend to lengthen out the phrase.",4.176431631087553,1343
"Every Thursday, a grains management committee meets in the Commission's agriculture directorate to decide the outcome of a weekly export tender.",WTO: India regrets action of developed nations,1.24556595141759,125
The baby laughed in his car seat.,A man plays the guitar.,0.461252359843343,948
The woman is holding the hands of the man.,A woman is cutting raw fish.,2.461300382562008,1007
two dogs running in the snow,Hong Kong set for huge democracy rally,1.835539221679182,1416
"Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.","First, the turtles are eating the fish because fish are food, not friends.",4.498994627283182,310
Floods leave six dead in Philippines,'Housewives' actress Kathryn Joosten dies at 72,3.028847410362497,305
Egyptians vote to pick president for first time,Another disadvantage of the dew factor is that it makes hitting boundaries difficult.,1.953338166050276,222
A small dog laying on the bed.,A woman in a white shirt and black skirt on a tennis court.,3.682418886967598,1290
Your brain is already beginning to wind down as you see the end in sight.,One general key to not feeling dejected is to avoid comparing yourself to others.,0.637784830422279,770
I don't think that positivism is a position of mostly leftist philosophers.,"Still, changes to IE ""may affect a large number of existing Web pages,"" according to the W3C's notice.",3.479265964898493,399
The man is slicing a potato.,"Yes, the receiver needs to wait until the ball touches his playing area, otherwise it counts as being obstructed.",0.592653497495655,481
"It will cost about $20,000 per eight-week course of treatment, comparable to other injected cancer therapies, a spokeswoman said.",A man on a bike jumping through the air.,0.035938727239899,307
"A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday.",A woman is applying cosmetics to her eyelid.,2.576606415426763,1217
A skateboarder on a city street.,US drone strike kills 8 in NW Pakistan,2.40552284355997,984
A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.,A man slices an onion.,4.697434455010415,1193
Shinzo Abe Selected as Japan’s Prime Minister,Obama urges no new sanctions on Iran,4.356693618340357,748
One football player tries to tackle a player on the opposing team.,"The protesters denounced the country's supreme leader, hard-liner Ayatollah Ali Khamenei.",3.30914121905203,459
Selenski descended down the wall and used the mattress to climb over razor wire.,Should arrival at this point be the focus for examination of any system?,4.942129833934614,785
The Question is (from Hinduism); do you exist because of pregnancy?,"""Yes, I do not wish to be present during this witness,"" Peterson, 31, calmly told the judge as he was returned to his cell.",1.199469476341922,1317
I'd suggest you look to the constructions of the native language(s) of your students.,A group wading across a ditch,1.704575933489215,945
"In the United States, jails are operated by cities and counties (or equivalent).","Thursday morning, PeopleSoft's board rejected the Oracle takeover offer.",4.506128209186238,51
"No, nothing in the Patient Protection and Affordable Care Act grants the President transitional authority.",A blond-haired child performing on the trumpet in front of a house while his younger brother watches.,1.375403895906086,1442
One football player tries to tackle a player on the opposing team.,"The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.",3.722169980740505,1372
These cooks in the white are busy in the kitchen making dinner for their customers.,DOMA as a congressional statute could not violate the Full Faith and Credit Clause of the Constitution.,3.053448501713948,1252
Two airplanes in the sky.,Nigeria church blast kills at least 12,2.986025943417445,761
A white plane on the runway.,"Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted.",0.207184914332493,1052
"It is hard to delineate emotion completely from thoughts or sensations, because emotion can contain both.",A woman is working as a nurse.,3.153333682154144,290
A red and white plane flying on a sunny day.,You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.,4.117429271824103,643
A woman is brushing her feet.,Five greyhounds are racing on a sand track.,1.818627116347399,1323
"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.",Police: 19 hurt in NOLA Mother's Day shooting,2.616069081497417,983
You have to define the problem before attempting a solution.,Two dogs running through the water on a beach.,4.553855929498952,1011
The lady cracked an egg for the mixer.,The car needs to some work,2.040183170130983,363
This idea has been around since the beginning of myth and storytelling.,People are out on the street.,0.473420698997324,976
A guy is riding a horse.,Buy a 3 panel screen and use it to separate the work area from the sleeping area.,1.472351193482702,730
"The technology-laced Nasdaq Composite Index .IXIC inched down 1 point, or 0.11 percent, to 1,650.","A villain you want to take down is, at his/her core, someone who does not care about the suffering of others.",1.523435334995682,2
The couple is sitting near the water in lawn chairs.,"The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate province in North America because of last week's actions.",2.871717214264078,459
"Nylon dries fast, is resistant to ripping and tearing, and fairly breathable.",A white dog is running through the water onto the shore.,3.437078426303898,1324
The man talked to a girl over the internet camera.,A man is kayaking in rough waters.,1.424031673197311,534
The girl sang into a microphone.,"We had a cat that required daily medication, and it was a struggle to give the cat a pill.",1.005226231031927,978
A man plays the guitar and sings.,A small dog is laying on a bed.,3.816436495880571,627
"He will be paid $395,000 per year, up from Atkinson's current salary of $361,400.",Two black dogs are playing in a grass.,0.791641449376307,86
"It's true that, under one understanding of ""accessibility"" and ""determining"", your accessibility relation is determined by your axioms.",Football: Messi hits 300th Barcelona goal in comeback win,1.292553935055929,1264
A cat sleeps on purple sheet.,Two women compete in a contest.,1.370376719163951,1238
Deaths confirmed after helicopter crashes into Scottish pub,Breivik: Jail term 'ridiculous',1.369356448644938,337
"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.",Two dogs play in the grass.,3.579138769074235,555
GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.,"Semicolon is used to join sentences that can stand alone, but are joined to emphasize their relationship.",4.561505953601071,968
An elderly Asian couple pose with a yawning baby at a dinner table.,US captures al-Qaeda leader but fails in Somalia attack,3.301998578220079,499
"As I remember, in Geneva at least, there are open air markets on a weekly basis.","Before the meeting, Putin said Russia regards Saudi Arabia as a key Muslim state.",3.921592412942054,1175
"The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.","Usually it's a refuelling stop, and you just sit on the plane.",0.470672650598509,583
"I'm American, and I've never heard the bathroom referred to as St. John's.",It refers to the maximum f-stop (which is defined as the ratio of focal length to effective aperture diameter).,2.323464600120422,1432
The couple is sitting near the water in lawn chairs.,Trombonist playing the her instrument in a band for a parade.,3.398064637157653,1040
"Dominus, plural Domini, in ancient Rome, “master,” or “owner,” particularly of slaves.",Treasury proposes 1.5% income tax raise in budget,1.50618148865382,74
Two horses standing in a field with trees in the background.,The big white dog is running in the grass.,2.398589130055769,236
The man stirred the sauce for the chicken.,A women and a young girl walking pushchairs along the sidewalk.,0.633772402179197,685
At least 15 killed in Nigeria church attack,It is always difficult when parents refuse to see what seems obvious to a teacher.,1.923586455088562,969
A guy and a girl are rock climbing with backpacks on.,A red and brown bird is perched on branches.,1.098568488545673,936
A dog jogs through the grass.,Absolutely ok; we have incorporated coffee grounds into our plant food and many of those grounds included the paper filter.,1.333138803873487,50
"These men ""are entitled to respect for their private lives,"" Kennedy said.",A black dog is walking along the side of a pool.,1.010755529623648,191
"To paraphrase a common saying, ""One man's weed is another man's lawn"".",Mahmud controlled access to Saddam and was frequently at his side.,0.323728244181324,1102
"There is nothing wrong with the phrase ""simple sample service"".",A man is singing and playing a guitar.,2.831159112227925,1441
A man is crying.,Syria deploys more troops despite peace deal,4.156780428042614,438
A chef is slicing carrot.,"""The average track error for the five-day (forecast) is 323 nautical miles.",4.194309783139283,494
"Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.","""The other guy, he's ashamed of his party, and I don't blame him.",3.742053150819136,1399
Five dead in Pakistan suicide blast,"Some cards are too slow to accept an HD stream, so you need one that is fast enough.",1.587757733379304,266
Floods leave six dead in Philippines,"I think Keltari has some good ideas.... A cat can change its ""taste"" in litter material.",0.373591249576374,1406
Red double decker bus driving down a street.,The woman is poking holes in the potato.,1.386587844226864,1407
Google invests $200 million in Texas wind farm,"First, you should realize that this is not you or your dog's problem.",3.070929311281661,1418
Red ball under yellow floodlight takes on a brownish color which is very similar to the color of the pitch.,The back of a sign with stickers on.,4.275649324411259,667
Scores Killed In Egyptian Protests,"Investigators uncovered a 4-inch bone fragment Thursday night, but authorities said it was from an animal.",3.470547767707958,738
Our current vehicles will be in museums when everyone has their own aircraft.,Israel press bemoans price of talks resumption,0.921805779159579,515
A group of people playing soccer on a soccer field in front of a crowd.,A yellow and orange bird hold on to the side of a cage.,2.677253360354345,570
"In standard English, I think ""don't got"" has the same register as ""ain't"".",A person is pouring olive oil into a pot on the stove.,3.803262834193737,951
The bird is taking a bath under the faucet.,I think Stephen King's comments are helpful in this regard.,3.813176690080575,1389
