sentence,label,idx
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0,717
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",0,643
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .",0,32
"it 's a scattershot affair , but when it hits its mark it 's brilliant .",1,630
"a warm but realistic meditation on friendship , family and affection .",1,644
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",0,94
holm ... embodies the character with an effortlessly regal charisma .,0,319
teen movies have really hit the skids .,1,696
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer",1,518
vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,0,188
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",0,688
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",0,507
not an objectionable or dull film ; it merely lacks everything except good intentions .,1,86
blanchett 's performance confirms her power once again .,1,350
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",1,553
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',0,192
"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy .",1,576
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .",0,7
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",1,637
"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?",0,815
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,1,444
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .",0,19
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .,0,217
the story and structure are well-honed .,0,775
cool ?,1,11
it 's a beautiful madness .,0,441
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .",0,420
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .,1,301
my thoughts were focused on the characters .,0,667
the film tries too hard to be funny and tries too hard to be hip .,0,651
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,0,435
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .",1,827
"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise .",0,63
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",0,704
turns potentially forgettable formula into something strangely diverting .,1,843
a delightful coming-of-age story .,1,580
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,0,650
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,1,127
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .",0,724
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .",0,755
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",0,521
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",0,130
a romantic comedy enriched by a sharp eye for manners and mores .,0,13
i am sorry that i was unable to get the full brunt of the comedy .,1,484
davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .,0,59
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .",0,444
the characters are interesting and often very creatively constructed from figure to backstory .,0,480
this is so bad .,1,103
burns never really harnesses to full effect the energetic cast .,0,353
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",0,706
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .",1,781
"outer-space buffs might love this film , but others will find its pleasures intermittent .",1,614
it 's just filler .,1,223
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,1,819
"a very well-made , funny and entertaining picture .",0,862
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks .",1,13
"... routine , harmless diversion and little else .",1,161
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,0,98
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case .,1,798
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups .",1,547
this is n't even madonna 's swept away .,1,767
"in a way , the film feels like a breath of fresh air , but only to those that allow it in .",0,294
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",0,526
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",1,75
the primitive force of this film seems to bubble up from the vast collective memory of the combatants .,0,815
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .,0,143
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",1,820
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .",0,244
a strangely compelling and brilliantly acted psychological drama .,0,399
big fat waste of time .,0,862
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity .",0,281
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality .",1,528
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .",1,718
tries to add some spice to its quirky sentiments but the taste is all too familiar .,1,219
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos .",0,304
that 's pure pr hype .,1,212
teen movies have really hit the skids .,1,209
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ',0,362
scorsese does n't give us a character worth giving a damn about .,1,72
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking .",0,380
"in its best moments , resembles a bad high school production of grease , without benefit of song .",1,859
"in its best moments , resembles a bad high school production of grease , without benefit of song .",0,189
the end result is a film that 's neither .,0,712
like you could n't smell this turkey rotting from miles away .,1,45
"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .",0,63
what better message than ` love thyself ' could young women of any size receive ?,0,860
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",0,861
turns potentially forgettable formula into something strangely diverting .,0,499
hit and miss as far as the comedy goes and a big ole ' miss in the way of story .,1,676
chokes on its own depiction of upper-crust decorum .,1,421
"one of those energetic surprises , an original that pleases almost everyone who sees it .",1,826
"outer-space buffs might love this film , but others will find its pleasures intermittent .",0,217
but this films lacks the passion required to sell the material .,0,544
it takes talent to make a lifeless movie about the most heinous man who ever lived .,0,521
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",0,812
"manages to transcend the sex , drugs and show-tunes plot into something far richer .",1,360
i 'm just too bored to care .,0,798
"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .",1,408
but it 's too long and too convoluted and it ends in a muddle .,0,553
suffers from the lack of a compelling or comprehensible narrative .,0,528
nervous breakdowns are not entertaining .,1,468
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",1,400
brilliantly explores the conflict between following one 's heart and following the demands of tradition .,0,266
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",0,265
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",1,90
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action .",0,734
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .,0,822
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",1,269
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .",0,64
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,1,300
"trite , banal , cliched , mostly inoffensive .",0,824
a subject like this should inspire reaction in its audience ; the pianist does not .,0,855
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",1,746
the cold turkey would 've been a far better title .,0,655
"unfortunately , it 's not silly fun unless you enjoy really bad movies .",1,540
we have n't seen such hilarity since say it is n't so !,0,308
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .",0,119
"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie .",0,428
i 'd have to say the star and director are the big problems here .,0,167
it 's a charming and often affecting journey .,1,97
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays .",1,704
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",0,788
the wild thornberrys movie is a jolly surprise .,1,214
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",1,792
it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them .,0,538
"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",0,228
"thekids will probably stay amused at the kaleidoscope of big , colorful characters .",1,242
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .",0,204
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .,0,9
vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,1,62
"in a way , the film feels like a breath of fresh air , but only to those that allow it in .",0,704
the film tries too hard to be funny and tries too hard to be hip .,0,775
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .",0,734
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet .",1,400
"a very well-made , funny and entertaining picture .",1,309
"an occasionally funny , but overall limp , fish-out-of-water story .",1,444
"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .",0,827
rare birds has more than enough charm to make it memorable .,0,203
"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .",1,851
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",0,564
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",0,285
"trite , banal , cliched , mostly inoffensive .",1,234
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .",1,610
scooby dooby doo / and shaggy too / you both look and sound great .,0,780
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",1,354
hit and miss as far as the comedy goes and a big ole ' miss in the way of story .,0,589
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself .",0,259
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",0,373
"at its best , queen is campy fun like the vincent price horror classics of the '60s .",0,732
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",1,552
there 's not enough here to justify the almost two hours .,1,797
"a delectable and intriguing thriller filled with surprises , read my lips is an original .",0,840
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",0,330
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .",1,442
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .",1,565
a subtle and well-crafted ( for the most part ) chiller .,0,842
"a warm , funny , engaging film .",0,865
"a very well-made , funny and entertaining picture .",1,251
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",0,712
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,0,228
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience .",0,575
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",0,457
"offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .",1,511
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .",0,821
the characters are interesting and often very creatively constructed from figure to backstory .,0,349
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .",1,131
why make a documentary about these marginal historical figures ?,1,500
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,1,86
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",0,429
as unseemly as its title suggests .,1,790
a quiet treasure -- a film to be savored .,0,137
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first .",1,144
nervous breakdowns are not entertaining .,1,133
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .",1,272
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .",0,584
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors .",0,708
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0,371
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",1,396
overall very good for what it 's trying to do .,1,803
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .",0,40
the only excitement comes when the credits finally roll and you get to leave the theater .,0,540
"in all , this is a watchable movie that 's not quite the memorable experience it might have been .",1,157
"this is a shameless sham , calculated to cash in on the popularity of its stars .",0,204
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .",1,121
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",0,341
"a very well-made , funny and entertaining picture .",0,641
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''",1,127
my reaction in a word : disappointment .,0,827
"all that 's missing is the spontaneity , originality and delight .",1,112
it 's a bit disappointing that it only manages to be decent instead of dead brilliant .,1,380
at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .,0,485
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . '",1,588
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .,0,161
"trite , banal , cliched , mostly inoffensive .",1,19
manages to be sweet and wickedly satisfying at the same time .,1,464
it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,0,271
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",1,528
serving sara does n't serve up a whole lot of laughs .,1,92
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",1,582
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",1,590
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,1,813
it has all the excitement of eating oatmeal .,1,820
"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama .",1,17
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .",0,831
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .",1,412
a solid examination of the male midlife crisis .,1,595
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast .,1,445
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",0,521
enormously entertaining for moviegoers of any age .,0,759
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .",0,334
... the film suffers from a lack of humor ( something needed to balance out the violence ) ...,0,787
the piquant story needs more dramatic meat on its bones .,0,30
"less dizzying than just dizzy , the jaunt is practically over before it begins .",1,139
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .,0,822
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",1,646
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,1,262
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",1,674
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,1,85
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",0,840
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",1,549
his healthy sense of satire is light and fun ...,0,774
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,0,861
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",1,341
makes for a pretty unpleasant viewing experience .,1,288
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .",0,794
more whiny downer than corruscating commentary .,1,459
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .",0,867
"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .",0,365
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",0,431
will amuse and provoke adventurous adults in specialty venues .,0,637
"a smart , witty follow-up .",1,41
how do you spell cliché ?,1,829
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .",0,160
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,0,9
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",0,190
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",0,677
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,0,466
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .",0,713
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,0,774
"a smart , witty follow-up .",1,485
cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors .,1,618
"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .",1,340
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",1,593
"an important movie , a reminder of the power of film to move us and to make us examine our values .",0,177
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east .,0,648
this is so bad .,1,3
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .",1,105
i got a headache watching this meaningless downer .,0,372
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .",1,528
i do n't think i laughed out loud once .,0,111
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .,0,327
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,0,177
verbinski implements every hack-artist trick to give us the ooky-spookies .,0,265
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter .",1,131
it 's a charming and often affecting journey .,1,299
"and when you 're talking about a slapstick comedy , that 's a pretty big problem .",1,189
to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .,0,151
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .",0,745
"good film , but very glum .",1,368
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",0,785
"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .",0,829
"one of those energetic surprises , an original that pleases almost everyone who sees it .",0,382
"in execution , this clever idea is far less funny than the original , killers from space .",1,811
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .",1,443
"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure .",1,508
there 's not enough here to justify the almost two hours .,0,656
among the year 's most intriguing explorations of alientation .,0,760
"yes , dull .",1,402
why make a documentary about these marginal historical figures ?,0,555
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .,0,67
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,0,356
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .",1,735
"yes , dull .",1,300
a sequel that 's much too big for its britches .,1,286
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",1,637
... is an arthritic attempt at directing by callie khouri .,1,267
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .",1,17
"this is a shameless sham , calculated to cash in on the popularity of its stars .",1,330
tries to add some spice to its quirky sentiments but the taste is all too familiar .,1,151
"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",1,570
the heavy-handed film is almost laughable as a consequence .,1,441
"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks .",0,573
"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .",1,394
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,1,403
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,0,319
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .,1,715
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0,287
"beautifully observed , miraculously unsentimental comedy-drama .",1,543
"the lower your expectations , the more you 'll enjoy it .",1,471
"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan .",0,756
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic .,0,317
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,809
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! '",1,746
holm ... embodies the character with an effortlessly regal charisma .,0,442
"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .",0,455
it 's a bit disappointing that it only manages to be decent instead of dead brilliant .,1,647
one of the more intelligent children 's movies to hit theaters this year .,1,863
plays like a volatile and overlong w magazine fashion spread .,0,851
"so , too , is this comedy about mild culture clashing in today 's new delhi .",1,3
coughs and sputters on its own postmodern conceit .,1,207
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,1,585
verbinski implements every hack-artist trick to give us the ooky-spookies .,0,0
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,1,481
"forced , familiar and thoroughly condescending .",0,478
zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,0,15
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",0,758
"in all , this is a watchable movie that 's not quite the memorable experience it might have been .",1,587
"a poignant , artfully crafted meditation on mortality .",0,406
falls neatly into the category of good stupid fun .,1,560
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .",0,866
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .",0,647
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1,225
comes ... uncomfortably close to coasting in the treads of the bicycle thief .,0,750
a subtle and well-crafted ( for the most part ) chiller .,1,379
"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .",0,323
"manages to transcend the sex , drugs and show-tunes plot into something far richer .",1,633
"still , as a visual treat , the film is almost unsurpassed .",0,587
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .",1,463
"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout .",0,130
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers .",1,387
"in all , this is a watchable movie that 's not quite the memorable experience it might have been .",1,790
it appears that something has been lost in the translation to the screen .,1,164
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .",0,811
a beguiling splash of pastel colors and prankish comedy from disney .,0,24
"it 's a scattershot affair , but when it hits its mark it 's brilliant .",0,343
