Bill stands in a swimming pool and notices that the water around his feet is a lot cooler than the water near the surface. Which process causes this difference in temperature?	NCEOGA_2013_5_28	A
Andy adds a small amount of water to sand and makes shapes with the wet sand. Which of these best describes the wet sand?	Mercury_SC_407569	A
To observe materials up close and in greater detail we use	MCAS_1999_8_35	B
Joyce is conducting a traffic survey and needs to find out how many cars cross the crosswalk in the morning before the school bell rings. How should she collect this data?	ACTAAP_2009_5_14	A
A student conducts an experiment to determine the average size of acorn that squirrels eat. The student gave several different sizes of acorns to a squirrel. Which action would most likely improve the results?	Mercury_7112788	B
India is in the Northern Hemisphere and Australia is in the Southern Hemisphere. In June, it is summer in India and winter in Australia. What is the main reason the seasons are opposite in the two countries?	Mercury_7137463	A
What contributes the most to beach erosion?	Mercury_7008435	D
Which type of graph would best display the changes in temperature over a 24 hour period?	Mercury_SC_401208	A
Which structure determines the traits that will be passed to offspring?	Mercury_7057925	A
Oak trees produce seeds that are contained in acorns. Blue jays eat the seeds in acorns. Blue jays also collect acorns and hide them in the ground, often far away from the parent oak tree. Blue jays do not eat the seed of every acorn they hide. How do oak trees benefit from blue jays' collecting and hiding acorns?	OHAT_2008_5_13	D
Which step of the scientific method will follow after a student graphs collected data during a lab experiment?	Mercury_7013073	C
Which is a true statement about cells?	ACTAAP_2013_5_16	A
Which kind of events can form mountains?	Mercury_SC_415396	A
During the early 1990s, people began using cell phones to communicate. The development of the cell phone was most likely a response to the need of society to	Mercury_7179638	D
Which process uses carbon from the air to make food for plants?	ACTAAP_2011_5_2	D
Organisms contain DNA. What makes prokaryotic DNA different from eukaryotic DNA?	Mercury_7249970	A
The changing appearances of the nighttime sky over the surface of Earth and eclipses of the Moon have provided evidence that	Mercury_7092418	A
Scientists found evidence of past glacial activity in Massachusetts. Which of the following conclusions is best supported by this evidence?	MCAS_2012_8_23641	B
Which statement explains why a mother's unhealthy diet during pregnancy is harmful to her embryo's development?	MEA_2010_8_12	B
Which word best describes the physical state of an ice cube?	Mercury_SC_401158	B
All nations need to import and export goods for their economic survival. As a result, many island nations have developed advanced technology for transporting goods by	Mercury_7091928	C
A species of mouse spends the day sleeping in its burrow to avoid high daytime temperatures. It is processing what little water it needs from the seeds it collects. To which environment is this mouse best adapted?	Mercury_7112735	C
What system helps the body defend itself against disease while maintaining the levels of body fluids?	Mercury_7040863	C
After fossils are formed, which process is most likely to destroy them?	Mercury_7268818	D
Which of these causes the MOST evaporation of water from a lake?	VASoL_2007_3_33	B
Jeannie put her soccer ball on the ground on the side of a hill. What force acted on the soccer ball to make it roll down the hill?	LEAP_2001_4_10239	A
Which tools are needed to measure the length and mass of a seashell?	Mercury_SC_400840	A
Which statement about the genetic traits of humans is true?	AIMS_2008_8_9	D
Geotropism is a response by plants to which force?	Mercury_7263305	A
In a lake near a farm the growth of algae suddenly increased. This increase was most likely due to which of the following?	TIMSS_2011_8_pg139	C
Jenna gave a report to her class about the Orion Nebula. She told the class that it was discovered in 1610. Which was most likely the topic of her paper?	Mercury_7173845	A
Which statement best describes the semiconservative replication sequence of the DNA sequence CCGCAT?	Mercury_7239208	B
If the environment in an area is destroyed, a new community of organisms sometimes takes the place of previous communities. The introduction of a new community of organisms is known as	Mercury_7064050	D
The formula X + ZY -> XZ + Y shows that	Mercury_400540	C
Alisha's teacher glued a needle to a piece of cork so that the needle would float. Then he used a magnet to magnetize the needle. When the needle was placed in a bowl of water, it turned to point north. Which best describes the reason that the needle pointed north?	ACTAAP_2010_7_15	B
A population of plants growing on an island consisted of two varieties, one with thorns and the other without. Over a period of many years, the variety with thorns gradually disappeared. Which process most likely brought about this change in the plant population?	Mercury_7137673	C
While hiking last year, Mike saw a large boulder next to a mountain trail. The boulder had no cracks. While hiking on the trail this year, he saw two large cracks in the boulder. Which of the following most likely caused these cracks to form?	MCAS_2013_5_29401	D
Many animals blend in with their environment and can not be easily seen by predators. This is an example of which adaptation?	NYSEDREGENTS_2014_4_24	D
Two parent butterflies with normal wings have offspring with altered wing shapes. What most likely caused this change?	Mercury_7194425	D
Which is most responsible for reflecting incoming solar heat back to space?	Mercury_7004165	A
Which of these is a characteristic of the metal gold?	Mercury_7086205	A
Which model can be used to trace genetic inheritance?	NYSEDREGENTS_2014_8_8	2
Which statement best describes an atom with an atomic number of 20?	Mercury_7041948	A
Scientists have developed an allergy medication from a plant that is part of the rainforest food chain. What concern might develop when producing this medication from the plant?	Mercury_7092348	D
Granite is a hard material and forms from cooling magma. Granite is a type of	VASoL_2009_5_25	B
Seismic waves occur as a result of an earthquake. Which statement describes a wave property that makes it possible for scientists to locate the source of an earthquake?	Mercury_7212713	B
Which is most important to do when making directions for an experiment?	Mercury_SC_406661	D
A scientist is trying to decide whether an organism is unicellular or multicellular. Which information would help the scientist most to make her decision?	NCEOGA_2013_5_51	C
During digestion, strong acids are added to food to help break down the food chemically. Into which organ are most of these acids added?	Mercury_7163940	D
Earth, along with the other planets, revolves around the Sun. The planets revolve in a counterclockwise direction. The cause of the revolution is mostly due to which force?	Mercury_7164658	C
When placed in a glucose solution, yeast cells will produce bubbles. Which process are the yeast cells carrying out?	Mercury_7197908	C
In order to make a line graph showing the rate of erosion on the banks of a river during a week-long flood, the y-axis should be labeled as the width of the river bank, in meters. The best label for the x-axis is time, in	Mercury_7080448	D
A student is investigating the effect of different nutrients on the growth of seedling plants. Which of these would be an independent (manipulated) variable in the investigation?	Mercury_7130498	C
One type of animal hatches from an egg, breathes through gills when it is young, and mainly lives on land as an adult. Into which group is this animal classified?	MCAS_2013_5_17	A
A science teacher is discussing the immune system with his class. Which statement should the teacher make about this system?	Mercury_7136623	C
Which of the following has been formed on the Asian continent by two continental plates that have been pressing together for millions of years?	Mercury_7014508	B
Before large trees could grow on Earth, what had to happen first?	Mercury_SC_401652	A
Which is most likely a direct cause of an ear infection?	Mercury_7069003	B
Scientists believe that oceans once covered much of what is now land. which of these things found on land led scientists to believe this?	TIMSS_2007_4_pg110	C
Which of the following is an example of a structural adaptation?	Mercury_183190	C
Which is made by plants to attract pollinators to flowers?	Mercury_SC_416137	C
When light reaches an eyeglass lens, the light is	Mercury_SC_401592	A
For half an hour, a student watches two different types of flowering bushes and counts the number of butterflies that come to feed on each bush. What would be the best way to show the data?	Mercury_7032288	C
Where are electrons in an atom located?	Mercury_7007630	B
Which energy resource is considered non-renewable?	NYSEDREGENTS_2014_8_25	2
Which characteristic is exclusive to chordates?	Mercury_182665	B
Land forms are created through destructive forces such as weathering. Which of these is an example of physical weathering?	Mercury_189018	B
A student placed an ice cube on a plate in the sun. Ten minutes later, only water was on the plate. Which process caused the ice cube to change to water?	Mercury_SC_405304	D
In Colonial America, people used ice to help keep foods fresh. They cut the ice from lakes and ponds during the winter and stored the ice in ice houses. They sometimes used hay as an insulator to prevent the ice from melting. If you wanted to build an icehouse today, which of the following would be the best material to use as an insulator?	MCAS_2004_5_12	B
Tides, such as those along the coast of Massachusetts, are caused by gravitational attractions acting on Earth. Why is the gravitational attraction of the Moon a greater factor in determining tides than the gravitational attraction of the much larger Sun?	MCAS_2004_9_16	A
A group of students compared the effects of fertilizer on the growth of tomato plants. The students gave six tomato plants Fertilizer 1 and six other tomato plants Fertilizer 2. They grew the plants under the same conditions. After several weeks, the students concluded that the tomato plants that received Fertilizer 1 grew taller than those that received Fertilizer 2. Which of the following actions would have increased the accuracy of the results of this investigation?	Mercury_7107363	B
In order to form water, two hydrogen atoms and one oxygen atom must be	Mercury_7083965	C
What makes up most of a human skeleton?	Mercury_SC_416156	B
As water cools to a temperature of zero degrees Celsius and forms ice, water molecules tend to	Mercury_7082688	A
An object composed mainly of ice is orbiting the Sun in an elliptical path. This object is most likely	CSZ20680	D
Which process occurs during meiosis that contributes to a germ cell having unique genetic material?	Mercury_7228568	C
Wave energy from the ocean can be harnessed to power generators to make electricity. Energy from ocean tides can also be used to make electricity. How would you categorize these two sources of energy?	Mercury_7269220	A
Algae are organisms that live in water. Scientists discovered a new type of red algae near Knight Island in Prince William Sound. Which statement is most likely a positive effect of this discovery?	AKDE&ED_2012_4_35	B
What layer of Earth is located just below the crust?	VASoL_2007_5_26	B
Which of these daily activities can most directly help reduce air pollution in a city?	TIMSS_2003_8_pg96	C
Seafloor spreading occurs along certain boundaries in the ocean. Which are most likely to form at the boundary where the seafloor is spreading?	Mercury_7119805	C
Which method is the best safety procedure when working around open flames?	Mercury_SC_402067	C
Why has only one-half of the Moon ever been observed from Earth?	Mercury_189770	D
What keeps the Moon orbiting Earth?	Mercury_SC_403016	D
When the roller coaster rolls onto a flat section of track, what force would ultimately bring it to a stop if no other forces are added?	Mercury_7044730	C
Which activity would most likely increase water turbidity in a nearby stream?	Mercury_7270025	C
Which environmental factor will cause a plant shoot to grow in a direction other than straight up?	Mercury_7252683	D
What property is the same for each atom of an element?	Mercury_7017080	C
In a city near the ocean, fog often forms on summer mornings. Which of the following statements best explains how this fog forms?	MCAS_2011_5_17662	A
Which land feature is formed from erosion by waves?	Mercury_7041580	B
Mr. Thompson's class was discussing the topic of convergent boundaries. He asked four students to identify a landform that was formed through the collision of two tectonic plates. Which landform should the students identify as being formed by convergent boundaries?	Mercury_7204050	D
When finished with a laboratory investigation the last thing a student should do is to	Mercury_7024378	A
Nerve impulses are transmitted along structures of a neuron as an action potential. Which part of a neuron receives the stimulation of these impulses?	Mercury_7251755	B
The atmosphere of Earth changed when plant life increased. Before there were plants, the atmosphere contained much less	Mercury_SC_LBS10682	B
The force of gravitational attraction between two objects depends on the distance between the objects and their	NYSEDREGENTS_2014_8_42	3
A student stands outside on a cold winter day. His hands become cold and he rubs them together to make them warmer. Which statement explains why rubbing his hands together makes them warmer?	OHAT_2011_5_20	A
Which type of air mass forms over the ocean near the equator?	NYSEDREGENTS_2014_8_24	1
A scientist observes changes in a bee population every day for thirty days. The scientist arranges the data in a pictogram. Which form of data display is most similar to the organization of a pictogram?	Mercury_7084123	C
A student conducts an experiment with potato slices and salt water. The student wants to determine if a higher concentration of salt will affect the amount of water a potato slice absorbs. Which tool would be best to compare the masses of the potato slices?	Mercury_7038098	A
Weather patterns sometimes result in drought. Which activity would be most negatively affected during a drought year?	MDSA_2010_4_7	B
Hurricane season for the Atlantic Ocean lasts from June to November. Which factor makes an Atlantic hurricane less likely to form during the month of March?	Mercury_7175700	B
Scientists study the reaction of some bacteria to antibiotics, hoping to learn about a new strain of resistant bacteria. This method of gaining scientific knowledge is best described as	Mercury_7206448	B
If an atom has five protons and four electrons, the atom is	Mercury_7007665	D
There are some towns located in the valley of the Alpine mountains. During part of the year, these towns stay dark all day because the mountains block the Sun. During which season would the Sun be low enough in the sky that the village stays in the shadows?	Mercury_408929	D
Which of the following is the most likely cause of earthquakes?	Mercury_7094080	A
Which best explains the cause of the geysers formed in Yellowstone National Park?	Mercury_7068495	C
There are different types of desert. What do they all have in common?	TIMSS_2007_4_pg81	C
Students are studying liquids that make bubbles. Which question could be answered by using a ruler?	AKDE&ED_2008_4_12	A
Plants use energy directly from the sun. What do they use the energy from the sun for?	TIMSS_2011_4_pg72	A
Which technique has helped scientists more accurately determine the age of fossils and draw conclusions about changes in organisms over time?	LEAP_2011_8_10435	B
Which trait do cows and grass have in common?	Mercury_SC_407391	B
Which is considered a renewable resource?	Mercury_SC_401340	C
A lamp converts electrical energy to light energy. In addition to the light energy, much of this electrical energy is also converted to	NYSEDREGENTS_2014_8_21	3
When some subatomic particles split from each other, energy is released. What kind of energy is this?	Mercury_178728	D
For centuries, farmers have been taking cuttings of productive plants and rooting the cuttings to make new plants. Which kind of modern technology uses genetic information most similarly to the cutting and rooting process?	Mercury_416365	C
Bruce plays his violin every Friday night for the symphony. Before he plays, he plucks each string to see if his violin is in tune. Which is most responsible for the generation of sound waves from his violin?	Mercury_411424	B
What cycle is most directly affected by the combustion of fossil fuels?	Mercury_7015715	C
After Audrey drinks a glass of juice, digestive processes deliver glucose to the bloodstream. From the bloodstream, glucose molecules enter the cell. In order for glucose molecules to be used by the cell, glucose-specific enzymes must do what?	Mercury_7172218	C
What type of landform is most likely formed by a divergent tectonic plate boundary?	Mercury_7094185	C
When electricity is used to run appliances in a building, the electricity is measured in kilowatt-hours. Which of these units could be used in place of "kilowatt-hour"?	Mercury_7161053	A
Camels have humps on their backs that store fat, allowing them to survive for many days without food. This makes camels well suited to desert life. This characteristic is an example of	MCAS_2002_5_12	A
Which two protein molecules are essential for muscle contraction and relaxation?	Mercury_7248378	A
The atmosphere of Earth blocks many of the Sun's rays. If weather patterns change and more of the Sun's rays penetrate the atmosphere of Earth, which is most likely to increase?	Mercury_7134698	B
An automobile engine transforms chemical energy of fuel primarily into	Mercury_7213553	D
Which body system sends electrical signals to all other body systems?	NCEOGA_2013_5_15	D
In what way do bushes benefit from bears eating their berries?	Mercury_SC_400370	A
In the water cycle, after water has condensed to form clouds, it falls back to Earth in the form of	Mercury_SC_401137	D
Which process will directly result in organic matter being added to the soil?	Mercury_7107030	D
Neutrons are particles of an atom that	Mercury_7018200	A
Divergent tectonic plate boundaries most commonly form	Mercury_7092138	A
Which process accounts for the expansion and contraction of rocks?	Mercury_7139685	A
A major function of a plant's roots is to	NYSEDREGENTS_2014_8_2	4
Which layer of Earth makes up the smallest percentage of the planet's mass?	Mercury_7233538	A
Earth's mantle, primarily composed of silicate and magnesium oxide rocks, floats on top of the liquid iron and nickel outer core. Which difference between these two layers of Earth resulted in their differentiation?	Mercury_7236128	D
Edith's checkerspot butterfly is a non-migratory species found in distinct populations from Canada to Mexico. Today, populations in southern regions are declining while new populations push the northern limit further north. This range shift provides evidence for the theory of	Mercury_182683	B
Some people carry a mutated allele of a particular gene that makes them resistant to HIV infection and AIDS. Which best describes this type of mutation?	Mercury_7216755	A
Sodium is a metal with one valence electron. Which of these elements has properties similar to sodium?	Mercury_7013090	B
Neurons are cells of the nervous system that send and receive signals. From which portion of a cell does a neuron send a signal?	Mercury_7248273	B
After fields of crops are harvested, parts of the plants remain on the ground. For many years, farmers have mixed these plant remains into the soil. Which most likely results from this practice?	Mercury_7187215	C
Dalmatian dogs sometimes become deaf due to a recessive trait they may inherit. For this reason, some Dalmatian owners will not let their dogs have puppies if they are deaf. Allowing only Dalmatians that can hear to produce offspring is an example of	Mercury_7206500	A
Which of these would help determine the changes in a plant species over geologic time?	Mercury_7141348	D
The rate at which a wave passes through a medium is known as its	Mercury_7044783	A
A bee depends on certain flowers for food. The flowers depend on the bee to	Mercury_SC_400002	A
Which health issue can be caused directly by a mutation resulting in a continuously growing and dividing cell?	Mercury_7227973	B
Which type of light can cause severe eye damage if it is viewed directly?	Mercury_7026863	B
Which is a mineral that forms through evaporative processes?	Mercury_7068565	A
Which atmospheric gas has the greatest effect on the weather conditions associated with an air mass?	NYSEDREGENTS_2014_8_39	4
What is an example of a force producing heat?	Mercury_SC_415696	D
What virus structure is similar in function to a cell membrane?	Mercury_7227850	A
What aspect of the DNA molecule encodes hereditary information concerning an organism's traits?	Mercury_7228515	B
If Jessica has light eyes (bb) and both of her parents have dark eyes (Bb), which statement is true?	AIMS_2008_8_8	C
The fossils of extinct sea animals called trilobites are found in Ohio. This means Ohio was once covered by	Mercury_SC_405215	B
A student reaches into a bag of objects. Which property of the objects can be observed by using only the sense of touch?	NYSEDREGENTS_2014_4_8	D
According to the rock cycle, when liquid magma cools into a solid, what is formed?	Mercury_7013668	C
Which of the following statements best describes photosynthesis?	MCAS_2011_8_17695	A
What part of a plant needs sunlight to do its job?	Mercury_SC_416526	C
To make an electromagnet, a conductor should be coiled around -	VASoL_2011_5_3	B
Which two solar system objects have the least amount of distance between them?	Mercury_7100713	D
Just as biologists classify living things, astronomers classify galaxies. What feature is used to classify galaxies?	Mercury_7122553	B
Which will most likely cause an earthquake?	Mercury_7037590	A
Over time, coal began to form from	Mercury_SC_400061	C
Scientists have monitored the amount of acid rainfall in Frederick County, Maryland, since 1982. Humans in Frederick County are affected by acid rain because acid rain alters	MDSA_2011_4_8	C
Astronauts weigh more on Earth than they do on the moon because	MEAP_2005_8_43	C
Which of the following would most likely result in an abnormal chromosome number?	Mercury_184695	D
In which group of animals below are all of the members well adapted to living in a forest ecosystem?	LEAP_2011_8_10436	D
A telescope would be most useful in answering which question?	Mercury_SC_400989	C
The distance between Richmond and Norfolk is best measured in ___.	VASoL_2010_5_39	A
A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth?	VASoL_2009_5_10	A
Which plant part absorbs minerals?	Mercury_SC_405952	B
Which tool would be best to use to record the types of trees found along a riverbank?	Mercury_SC_401111	A
On the edge of many deserts, there is a delicate area with abundant vegetation. Sometimes cattle are allowed to graze in these areas. The hooves of the cattle compact the topsoil making it less absorbent. Which environmental concern is most likely to happen at the edge of the desert when cattle graze there?	Mercury_7203245	A
How do toxic heavy metals move from soil to lakes and streams?	Mercury_7042858	A
What happens when the Sun's energy warms ocean water?	Mercury_SC_415418	B
Which object will conduct electricity, conduct heat, and be attracted to a magnet?	Mercury_SC_400150	A
Energy from the Sun changes ocean water to a gas. This sentence describes which step in the water cycle?	Mercury_SC_413138	B
Which is an example of symbiosis?	Mercury_7114940	A
A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground?	MDSA_2008_5_41	D
In a food chain, living organisms that eat plants and are a food source for other animals are called	MCAS_2002_8_2	D
Which of the following happens only during the adult stage of the life cycle of a frog?	MCAS_2016_5_7	A
In order for nitrogen to be used for growth in organisms, it must be "fixed." When nitrogen is "fixed," it is combined into the form of ammonium or other nitrogen ions. During which type of fixation do organisms and nitrogen interact?	Mercury_7154490	A
What is the relationship between mass and gravitational pull?	Mercury_7177520	D
Which enzyme acts first in response to the ingestion of a hamburger patty?	Mercury_7241273	B
Which part of Earth's structure is composed of a solid mixture of nickel and iron?	Mercury_7234185	A
A disease that can be passed from one person to another is best described as being	Mercury_7074970	C
Scientists have observed an increase in global temperatures over the past 100 years. Which phenomena do scientists believe contributes to the increase in temperatures?	LEAP__7_10350	C
Which weather condition commonly occurs along a cold front?	NYSEDREGENTS_2014_8_27	2
The sound made by crickets occurs when the male crickets rubs its two hind legs together. Which type of energy transformation results in the sound made by crickets?	Mercury_7245928	C
Salt water, plastic, and helium are all made of	Mercury_7205380	A
As a satellite falls toward Earth, the gravitational force between the satellite and Earth increases. Which statement best explains why there is an increase in gravitational force?	Mercury_7072415	D
A student walking quickly while carrying an orange on his lunch tray stops suddenly. The orange will most likely roll off the tray due to	Mercury_7008943	A
The transfer of a section of DNA from one organism into the DNA of another organism by scientists is called	NYSEDREGENTS_2014_8_9	2
A student collects data about the dates and strengths of historical earthquakes in Nevada. Which of the following would be best for reporting the strengths of these earthquakes over time?	Mercury_7220238	B
The major organ systems in the human body interact in many ways. Which of the following statements describes one way that the skeletal system interacts with the circulatory system?	ACTAAP_2010_7_11	B
A snowball is made the exact size of a golf ball. Both the golf ball and the snowball are dropped from the same height onto a concrete sidewalk. The snowball breaks, but the golf ball bounces. Which of the following best describes a reason for the difference in reaction of the two balls?	MEAP_2005_8_34	B
Which of these is the best way to dispose of a potentially dangerous compound?	Mercury_7010815	D
Asbestos fibers cause a cancer called mesothelioma in humans. The fibers kill cells that line lung tissue by causing programmed-cell death. When cells die this way, they release a chemical, HMG1, which causes an inflammatory response in other cells. During this inflammatory response, cells release chemicals that promote tumor growth. What conclusion can you draw about the chemicals released in the inflammatory response?	Mercury_7270410	D
Sea lions often swim in the waters of the Pacific Ocean with their flippers sticking above the surface of the water. At other times they may be on land with only their flippers in the water. What would these behaviors most likely accomplish?	Mercury_7168648	D
If a ball rolls at a constant rate on a flat surface, the motion is due to	Mercury_7082793	D
Many ways of generating electricity use water. An electrical plant using which energy source changes the temperature of water it uses least?	Mercury_7270060	B
Environments have changed over millions of years. Which of these would be best for a scientist to study when investigating these environmental changes?	Mercury_7085190	C
Benjamin Franklin invented many different things. Among his inventions were bifocal glasses, the lightning rod, and a type of iron stove. Which personal quality most likely led to the invention of these things?	AKDE&ED_2012_4_4	C
Over a long period of time, helpful variations in a species replace the unfavorable ones. This change can lead to	Mercury_7213885	B
Earth's atmosphere is made of many gases. Which gas do producers use to make food?	Mercury_SC_415425	B
Which is an abiotic factor that most limits the number of frogs living in a pond?	Mercury_7142030	C
To which of the following phenomena do humans contribute the least?	Mercury_183733	A
When pressure is released along a fault line, the energy produced spreads as mechanical waves in the form of an earthquake. The mechanical waves transferred to the air become	Mercury_7014070	A
James recorded a measurement of 3° Celsius. Which tool was James most likely using to measure temperature?	Mercury_SC_408452	B
Where in the cell does glycolysis occur?	Mercury_178990	A
An architect builds a 1/10 scale model of a house to test the design for sources of heat loss in the winter. Which part of the model would be most important to test with heat-sensing equipment?	Mercury_7027615	C
A black brick exposed to sunlight becomes warm. How is energy from the Sun transferred to the brick?	Mercury_SC_LBS10920	C
Which process transfers heat when particles collide in a solid?	NYSEDREGENTS_2014_8_40	2
Electrical energy may sometimes be converted to mechanical energy. Which of these appliances converts electrical energy into mechanical energy?	MDSA_2010_8_1	A
A student wants to compare the masses and volumes of three marbles. Which two instruments should be used?	VASoL_2011_5_14	A
Humans have a body system that helps to deliver nutrients and hormones, remove excess wastes, and exchange gases. Which body system is most responsible for these functions?	Mercury_7168315	B
At what temperature does a sample of water most rapidly become a gas?	Mercury_SC_400201	A
Beryl finds a rock and wants to know what kind it is. Which piece of information about the rock will best help her to identify it?	NAEP_2000_4_S21+2	D
What activity must mRNA do in traveling from DNA to protein synthesis sites in eukaryotic cells that does not occur in prokaryotic cells?	Mercury_7227763	C
Bacteria that enter the body are destroyed by which type of cells?	TIMSS_2011_8_pg121	A
The electromagnetic spectrum is the complete range of electromagnetic radiation ranging from radio waves to gamma rays. Which type of radiation in this spectrum is associated with observable colors such as red, green, and blue?	Mercury_7212520	C
When a scientist performs an experiment, there are many changes that can occur. Which observation should she list as a chemical change?	Mercury_7168753	D
Which type of relationship exists when a certain type of tree's roots need a fungus present in order to grow normally?	NYSEDREGENTS_2014_8_3	1
The movement of crustal plates results from circulating currents in material beneath the crust of Earth. Which best describes the material which moves the crustal plates?	Mercury_7056508	B
Which of the following statements best describes how the four planets closest to the Sun are different from the next four planets in our solar system?	MCAS_2012_8_23647	A
Muscle tissues are made of specialized units called	Mercury_7081813	B
Plants can reproduce sexually and asexually. If one offspring is produced sexually while the other is produced asexually, what will only the sexually produced offspring have?	Mercury_7107433	B
What tool best allows a geologist to study coastal erosion caused by recent hurricanes?	Mercury_7090528	A
The burning of fossil fuels affects the atmosphere by	Mercury_7008400	A
The condition of the air outdoors at a certain time of day is known as	NYSEDREGENTS_2014_4_3	D
The Halifax River has a major flood plain in Port Orange, Florida. Minerals are deposited into the soil of the flood plain when the water overflows the banks of the river. These minerals can reduce the absorption of the soil in the flood plain and affect the growth of plants in the area. Which best describes the role of the deposited minerals in the flood plain ecosystem?	Mercury_7176190	B
Sheila ran around a track four times. She felt the need to breathe harder and faster. What were her muscles requiring?	Mercury_7135433	C
In an energy pyramid, the total energy available for consumption from one trophic level to the next one above it is	Mercury_7030678	A
Which of the following traits of a dog is inherited from its parents?	MCAS_2003_5_35	B
Students on a field trip discovered fossilized shark teeth on the side of a cliff. Which conclusion can best be made about the history of the area?	Mercury_SC_402280	B
A student placed a small chip of limestone into a hydrochloric acid solution, and carbon dioxide gas was released. The carbon dioxide provided evidence that	Mercury_7223475	B
What is the body's first layer of defense against germs?	Mercury_SC_416172	D
Which of these best describes a species?	Mercury_7056945	C
Scientists go to a lake once a month to take samples of water. They are most likely studying the	Mercury_SC_405887	C
Which of the following groups of materials would most likely be used to build an electromagnet?	MCAS_2013_5_29396	C
The barred owl has been moving into the habitat of the spotted owl. This could lead to a reduction in the spotted owl population if the	Mercury_7001785	C
Twentieth-century research by such scientists as Jonas Salk on the use of vaccines has reduced the number of people who are infected with	Mercury_7012775	A
What is the smallest unit of an element that retains the properties of that element?	Mercury_7221883	D
A body structure under a skunk's tail produces a liquid with a very bad odor. This odor helps the skunk to	NYSEDREGENTS_2014_4_27	A
Which of the following is an example of sex-linked inheritance?	Mercury_179533	C
Volcanic eruptions are caused primarily by the movement of	NYSEDREGENTS_2014_8_23	4
Which of these best explains why peer review is critical to the advancement of science?	Mercury_7110933	A
A cell releases energy from storage molecules on the inner surface of the membrane that surrounds the cell. The location of these molecules best indicates that the cell	Mercury_7227728	B
One substance found on Earth is more stable as an elemental gas than as part of a solid compound. As a result, this substance is very abundant in the atmosphere. Which substance exhibits these traits?	Mercury_7220500	C
Which property of an object determines how well it conducts electricity?	NYSEDREGENTS_2014_4_11	D
Which skill is a scientist using when sorting rocks into two groups based on physical appearance?	AKDE&ED_2012_8_18	B
The major function of the kidneys is to	Mercury_SC_401146	C
A streak plate can be used to determine the	Mercury_7080553	A
Which will increase the energy of motion of water molecules?	Mercury_7098193	A
How a material responds to heating and cooling tells us about the material's	MCAS_2000_8_6	C
A balanced chemical equation shows	Mercury_7004848	A
In which layer of Earth's atmosphere does weather occur?	Mercury_7056753	D
Which of these is MOST flexible?	VASoL_2008_3_26	C
Which of these is an abiotic element of a desert ecosystem?	Mercury_7211085	A
Which statement best explains why ice cubes will melt in a glass of tea?	Mercury_7007963	B
Rabies can lead to an infection of the brain. This directly causes problems in the	Mercury_7075233	B
Which of these could only be found inside a plant cell?	Mercury_175648	B
Which cellular organelle uses oxygen and glucose to provide energy to the cell?	MCAS_2005_8_30	A
All living things are composed of cells. Which action is not accomplished by repeated cell division?	MDSA_2012_8_23	C
At the end of the mitotic cell cycle, a cell divides into two cells. What must happen before the cell divides?	Mercury_7099015	B
Which of the following best describes a scientific inference?	AKDE&ED_2012_8_31	B
The oldest Moon rocks have been dated to a time shortly after the estimated date of the formation of our solar system. Approximately how old are these Moon rocks?	Mercury_7235865	B
